verse,time
1,00:00:26:54
2,00:00:52:08
3,00:01:05:32
4,00:01:16:44
5,00:01:41:53
6,00:01:54:28
7_8,00:02:17:51
9,00:02:30:14
10,00:02:40:48
11,00:02:59:38
12,00:03:17:26
13,00:03:42:36
14,00:03:55:13
15,00:04:02:35
16,00:04:09:04
17,00:04:16:37
18,00:04:54:07
19,00:05:37:20
20,00:05:51:13
21,00:05:59:02
22,00:06:25:25
23,00:06:37:22
24,00:06:47:51
25,00:06:52:33
26,00:07:20:07
27,00:07:36:09
