verse,time
1,00:00:22:36
2,00:00:38:49
3,00:01:03:16
4,00:01:15:50
5,00:01:46:42
6,00:02:05:07
7,00:02:18:14
8,00:02:36:57
9,00:02:47:59
10,00:03:00:11
11,00:03:13:31
12,00:03:23:26
13,00:03:39:06
14,00:04:32:45
15,00:04:47:39
16,00:05:10:01
