verse,time
1,00:00:17:11
2,00:00:54:30
3,00:01:44:20
4,00:02:11:36
5,00:02:32:24
6,00:03:08:11
7,00:03:27:23
8,00:04:23:38
9,00:04:52:30
10,00:05:05:10
11,00:05:35:20
12,00:05:56:29
13,00:06:51:28
14,00:07:20:28
15,00:07:46:32
16,00:07:58:15
17,00:08:14:11
18,00:08:52:31
19,00:09:15:33
20,00:09:45:18
21,00:10:10:59
22,00:10:42:25
23,00:11:10:49
24,00:11:39:13
25,00:12:07:15
