verse,time
1,00:00:16:22
2,00:00:31:49
3,00:00:45:10
4,00:01:07:41
5,00:01:24:52
6,00:01:45:14
7,00:02:09:13
8,00:02:26:48
9,00:02:52:34
10,00:03:05:49
11,00:03:46:51
12,00:04:12:30
13,00:04:31:40
14,00:04:41:24
15,00:04:49:34
