verse,time
1,00:00:21:21
2,00:00:29:13
3_4,00:00:40:29
5,00:01:10:03
6,00:01:21:11
7,00:01:26:25
8,00:01:53:28
9,00:02:05:14
10,00:02:19:09
11,00:02:50:25
12,00:03:11:22
13,00:03:31:18
14,00:03:38:08
15,00:04:12:21
16,00:04:42:28
17,00:05:02:21
18,00:05:06:27
19,00:05:11:25
20,00:05:18:12
21,00:05:38:15
22,00:05:48:13
23,00:06:06:15
24,00:06:15:12
25,00:06:29:01
26,00:06:44:21
27,00:06:49:10
28,00:07:05:14
29_30,00:07:14:22
31,00:07:37:07
32,00:07:56:03
33,00:08:18:29
34,00:08:36:23
35,00:08:41:14
36,00:09:06:17
37_38,00:09:26:23
39,00:09:58:13
40,00:10:08:18
41,00:10:25:18
42,00:10:40:09
43,00:10:58:16
44,00:11:08:28
45,00:11:24:09
46,00:11:42:10
47,00:11:57:08
48,00:12:24:16
49,00:12:56:05
50,00:13:12:15
51,00:13:24:17
52,00:13:34:08
53,00:13:41:06
54,00:14:02:29
55,00:14:26:25
56,00:14:38:03
57,00:14:53:14
58,00:15:03:20
59,00:15:16:07
60,00:15:30:21
61,00:15:57:12
62,00:16:16:19
63,00:16:29:05
64,00:16:44:20
65,00:16:52:22
66,00:17:03:16
67,00:17:09:00
