verse,time
1,00:00:16:04
2,00:00:42:28
3,00:00:58:45
4,00:01:42:23
5,00:01:57:51
6,00:02:11:06
7,00:02:29:25
8,00:03:05:30
9,00:03:37:22
10,00:04:12:15
11,00:04:27:11
12,00:04:42:47
13,00:05:13:53
14,00:05:27:20
15,00:05:36:39
16,00:06:03:45
17,00:06:17:42
18,00:06:38:25
19,00:07:04:03
20,00:07:24:35
21,00:07:52:00
22,00:08:17:31
23,00:08:30:58
