verse,time
1,00:00:21:04
2,00:00:35:08
3,00:00:49:32
4,00:01:01:54
5,00:01:35:38
6,00:01:49:11
7,00:02:09:32
8,00:02:26:12
9,00:02:39:35
10,00:03:20:11
11,00:03:42:07
12,00:04:00:38
13,00:04:21:38
14,00:04:49:12
15,00:05:04:37
16,00:05:14:29
17,00:05:28:40
18,00:05:42:53
19,00:06:06:39
20,00:06:27:09
21,00:06:44:43
22,00:06:58:04
23,00:07:06:04
24,00:07:22:35
