verse,time
1,00:00:20:30
2,00:00:55:08
3,00:01:16:09
4,00:01:30:57
5,00:02:03:01
6,00:02:30:54
7,00:02:47:32
8,00:02:56:24
9,00:03:10:18
10,00:03:21:04
11,00:03:55:54
12,00:04:24:46
13,00:04:51:21
14,00:05:03:26
15,00:05:21:12
16,00:05:38:38
17,00:06:04:08
18,00:06:20:32
19,00:06:50:35
20,00:07:16:58
21,00:07:41:30
