verse,time
1,00:00:19:14
2,00:00:44:06
3,00:00:57:24
4,00:01:13:19
5,00:01:25:00
6,00:01:33:07
7,00:01:54:15
8,00:02:03:21
9,00:02:25:03
10,00:02:43:25
11,00:02:50:10
12,00:02:59:14
13,00:03:07:13
14,00:03:25:08
15,00:04:09:15
16,00:04:29:25
17,00:05:00:07
18,00:05:13:29
19,00:05:32:12
20,00:05:41:22
21,00:06:06:08
22,00:06:21:00
23,00:06:32:08
24,00:06:45:06
25,00:07:13:17
26,00:07:28:08
27,00:07:43:09
28,00:08:03:01
29,00:08:12:26
30,00:08:26:15
31,00:08:51:16
32,00:09:14:10
33,00:10:09:27
34,00:10:55:11
35,00:11:05:20
36,00:11:58:03
37,00:12:23:19
38,00:13:09:28
39,00:13:38:19
40,00:13:55:18
41_42,00:14:16:11
43,00:15:05:04
