verse,time
1,00:00:18:10
2,00:00:45:36
3,00:01:18:54
4,00:02:01:40
5,00:02:27:42
6,00:02:43:18
7,00:02:58:43
8,00:03:14:10
9,00:03:41:55
10,00:03:53:29
11,00:04:13:59
12,00:04:28:01
13,00:04:40:14
14,00:05:03:55
15,00:05:30:51
16,00:06:11:14
