verse,time
1,00:00:16:49
2,00:00:31:46
3,00:00:43:04
4,00:01:15:37
5,00:01:33:11
6,00:01:52:26
7,00:02:52:56
8,00:03:10:38
9,00:03:32:05
10,00:03:49:30
11,00:04:13:50
12,00:04:41:53
13,00:05:02:57
14,00:05:23:31
15,00:05:52:15
16,00:06:10:47
17,00:06:26:16
18,00:06:45:55
19,00:07:01:43
20,00:07:29:10
21,00:07:47:22
22,00:08:02:56
