verse,time
1,00:00:32:02
2,00:00:52:47
3,00:01:10:54
4,00:01:19:49
5,00:01:31:02
6,00:02:03:39
7,00:02:20:31
8,00:02:28:41
9,00:02:52:25
10,00:03:07:58
11,00:03:18:56
12,00:03:39:36
13,00:04:05:44
14,00:04:56:32
15,00:05:17:33
16,00:05:29:09
17,00:05:54:25
18,00:06:08:38
19,00:06:34:01
20,00:06:49:02
21,00:07:02:45
22,00:07:28:09
23,00:07:39:20
24,00:07:58:56
25,00:08:08:39
26,00:08:48:53
