verse,time
1,00:00:23:13
2,00:00:43:10
3,00:00:50:14
4,00:00:57:22
5,00:01:12:11
6,00:01:24:19
7,00:01:35:07
8,00:01:49:03
9,00:01:50:24
10,00:02:05:02
11,00:02:15:24
12,00:02:27:12
13,00:02:38:18
14,00:02:47:23
15,00:03:01:18
16,00:03:10:22
17,00:03:18:16
18,00:03:23:28
19,00:03:36:04
20,00:03:53:24
21,00:04:09:09
22,00:04:17:00
23,00:04:30:28
24,00:04:41:19
25,00:04:49:06
26,00:05:06:24
27,00:05:16:11
28,00:05:33:02
29,00:06:03:15
30,00:06:40:27
31,00:06:47:23
32,00:07:10:29
33,00:07:21:13
34,00:07:37:26
35,00:07:46:15
36,00:07:54:19
37,00:08:18:20
38,00:08:55:12
39,00:09:02:29
40,00:09:17:05
41,00:09:42:09
42,00:10:00:23
43,00:10:15:12
44,00:10:19:06
45,00:10:24:14
46,00:10:37:25
