verse,time
1,00:00:16:31
2,00:00:45:14
3,00:00:54:41
4,00:01:13:22
5,00:01:40:58
6,00:02:20:44
7,00:02:30:37
8,00:02:38:18
9,00:02:57:24
10,00:03:12:36
11,00:03:35:54
12,00:04:23:21
13,00:04:52:00
14,00:05:09:51
15,00:05:35:13
16,00:06:09:54
17,00:06:54:03
18,00:07:33:19
19,00:07:46:19
20,00:07:53:31
21,00:08:03:20
22,00:08:21:36
23,00:08:51:17
24,00:09:15:49
25,00:09:44:58
