verse,time
1,00:00:17:58
2,00:00:49:46
3,00:01:10:59
4,00:01:52:15
5,00:02:57:24
6,00:03:26:39
7,00:03:56:02
8,00:04:44:16
9,00:05:16:25
10,00:05:47:00
11,00:06:18:58
12,00:06:50:28
13,00:08:11:57
14,00:08:59:45
15,00:09:31:33
16,00:09:53:38
17,00:10:25:09
18,00:10:41:33
19,00:11:08:56
20,00:11:47:18
21,00:12:12:48
22,00:12:44:37
23,00:12:52:11
24,00:13:33:03
25,00:14:06:22
