verse,time
1,00:00:19:12
2,00:00:24:26
3,00:00:47:12
4,00:01:00:37
5,00:01:13:54
6,00:01:28:20
7,00:01:42:37
8,00:01:54:17
9,00:02:15:21
10,00:02:45:31
11,00:03:02:32
12,00:03:20:49
13,00:03:34:02
14,00:03:46:21
15,00:03:58:00
16,00:04:16:40
17,00:04:32:29
