verse,time
1,00:00:20:17
2,00:00:45:08
3,00:01:08:26
4,00:01:32:18
5,00:02:11:23
6,00:02:54:15
7,00:03:08:16
8,00:03:22:02
9,00:03:43:13
10,00:04:00:29
11,00:04:28:27
12,00:04:51:22
13,00:05:12:02
14,00:05:32:17
15,00:05:57:20
16,00:06:30:15
17,00:06:54:13
18,00:07:22:18
