verse,time
1,00:00:31:41
2,00:00:43:36
3,00:01:19:32
4,00:01:36:31
5,00:02:08:38
6,00:02:23:57
7,00:02:49:47
8,00:03:15:18
9,00:03:27:27
10,00:03:44:20
11,00:03:54:40
12,00:04:14:38
13,00:04:25:53
14,00:04:37:38
15,00:04:58:44
16,00:05:13:52
17,00:05:25:32
18,00:05:48:28
19,00:05:54:20
20,00:06:08:37
21,00:06:23:17
22,00:06:44:32
23,00:07:38:43
24,00:08:06:47
25,00:08:23:47
26,00:08:47:07
27,00:09:00:59
28,00:09:16:31
29,00:09:59:52
30,00:10:22:45
31,00:10:41:12
32,00:10:58:57
33,00:11:33:10
34,00:11:59:41
35,00:12:22:13
36,00:12:43:47
37,00:13:20:38
38,00:13:51:17
39,00:14:58:29
40,00:15:33:13
41,00:15:50:23
42,00:16:17:34
43,00:16:49:20
44,00:17:25:43
45,00:17:50:46
46,00:18:14:34
47,00:18:27:32
48,00:18:49:09
