verse,time
1,00:00:20:50
2,00:00:34:52
3_4,00:01:01:10
5,00:01:32:31
6,00:01:43:05
7,00:01:54:17
8,00:02:13:44
9,00:02:20:42
10,00:02:34:21
11,00:02:49:53
12,00:03:00:09
13,00:03:08:14
14,00:03:17:03
15,00:03:37:21
16,00:03:40:06
17,00:03:59:56
18,00:04:11:44
19,00:04:44:07
20,00:05:08:54
21,00:05:42:58
22,00:06:05:59
23,00:06:18:24
24,00:06:50:54
25,00:07:28:43
26,00:07:55:28
27,00:08:12:09
28,00:08:24:13
29,00:08:41:30
30,00:09:11:06
31,00:09:50:00
32,00:10:01:51
33,00:10:14:34
34,00:10:23:49
35,00:10:37:42
36,00:10:53:32
37,00:11:27:46
38,00:11:45:10
39,00:11:59:25
40,00:12:19:50
41,00:12:29:45
42,00:12:40:52
43,00:12:49:48
44,00:13:05:40
45,00:13:29:00
46,00:14:05:08
47,00:14:21:54
