verse,time
1,00:00:15:59
2,00:00:26:19
3,00:00:42:40
4,00:00:53:54
5,00:01:02:27
6,00:01:08:08
7,00:01:22:52
8,00:01:37:41
9,00:01:49:16
10,00:02:07:49
11,00:02:35:51
12,00:02:43:19
13,00:03:10:59
14_15,00:03:16:51
16,00:03:53:15
17,00:04:10:56
18,00:04:15:42
19,00:04:31:33
20,00:04:55:04
21,00:05:08:04
22,00:05:27:33
23,00:05:31:19
24,00:05:43:40
25,00:05:54:51
26,00:06:07:29
27,00:06:15:38
28,00:06:32:50
29,00:06:36:56
30,00:06:45:47
31,00:06:57:43
32,00:07:08:44
33,00:07:14:08
34,00:07:27:16
35,00:07:46:52
36,00:08:03:59
37,00:08:20:11
38,00:08:39:40
