verse,time
1,00:00:14:55
2,00:00:31:39
3,00:00:50:34
4,00:01:04:51
5,00:01:26:31
6,00:01:49:43
7,00:02:21:51
8,00:02:42:05
9,00:03:04:08
10,00:03:31:36
11,00:03:47:48
12,00:03:56:43
13,00:04:10:48
14,00:04:28:15
15,00:04:34:32
16,00:04:54:17
17,00:05:07:11
18,00:05:11:10
19,00:05:33:03
20,00:05:51:21
21,00:06:28:42
22,00:06:54:10
23,00:07:11:27
24,00:07:42:48
25,00:07:58:23
26,00:08:13:35
27,00:08:25:08
28,00:08:40:46
29,00:09:10:36
30,00:09:32:42
31,00:09:59:52
32,00:10:17:03
33,00:10:42:27
34,00:10:50:00
35,00:11:11:25
36,00:11:21:42
37,00:11:39:17
38,00:11:59:15
39,00:12:06:01
