verse,time
1,00:00:19:15
2,00:00:31:04
3,00:00:50:28
4,00:01:04:12
5,00:01:47:06
6,00:01:57:03
7,00:02:16:19
8,00:02:22:24
9,00:02:41:22
10,00:03:13:06
11,00:03:40:02
12,00:04:00:29
13,00:04:23:04
14,00:04:50:20
15,00:05:04:03
16,00:05:16:19
17,00:05:41:04
18,00:06:12:10
19,00:06:30:27
20,00:06:44:13
21,00:07:08:24
22,00:07:25:19
23,00:07:49:21
24,00:07:57:02
25,00:08:16:22
26,00:08:33:11
27,00:08:56:26
28,00:09:28:20
29,00:10:13:29
30,00:10:31:13
31,00:10:41:01
32,00:10:52:15
33,00:11:17:15
34,00:11:39:25
