verse,time
1,00:00:28:26
2,00:00:41:58
3,00:01:27:17
4,00:01:52:02
5,00:02:02:53
6,00:02:27:21
7,00:02:41:39
8,00:03:22:09
9,00:04:00:51
10,00:04:15:00
11,00:04:36:48
12,00:05:05:03
13,00:05:40:08
14,00:06:19:13
15,00:06:49:50
16,00:07:32:41
17,00:07:54:41
18,00:08:12:54
19,00:08:45:56
20,00:09:30:57
21,00:09:57:04
22,00:10:07:02
23,00:10:38:43
