verse,time
1,00:00:29:18
2,00:01:01:48
3,00:01:14:26
4,00:01:47:30
5,00:02:01:48
6,00:02:26:13
7,00:03:04:16
8,00:03:18:05
9,00:03:48:18
10,00:04:12:53
11,00:04:44:55
12,00:05:30:07
13,00:06:18:53
14,00:06:26:12
15,00:06:56:54
16,00:07:27:55
17,00:07:51:02
18,00:08:02:15
19,00:08:22:02
20,00:08:35:29
21,00:08:57:33
22,00:09:36:43
23,00:09:54:41
24,00:10:29:10
25,00:10:50:44
26,00:11:02:41
27,00:11:16:24
28,00:11:37:03
29,00:11:48:23
30,00:12:09:50
31,00:12:37:13
32,00:12:59:44
33,00:13:17:14
34,00:13:37:06
35,00:13:51:49
