verse,time
1,00:00:26:29
2,00:00:43:25
3,00:00:54:07
4,00:01:18:07
5,00:01:27:27
6,00:01:50:15
7,00:02:09:13
8,00:02:18:07
9,00:02:38:05
10_11,00:02:55:06
12,00:03:22:27
13,00:03:36:10
14,00:03:51:04
15,00:04:02:03
16,00:04:22:19
17,00:04:42:13
18,00:05:06:17
19,00:05:23:11
20,00:05:46:12
21,00:06:06:12
22,00:06:25:21
23,00:06:39:01
24,00:06:50:18
25,00:07:12:16
26,00:07:19:23
27,00:07:34:15
28,00:07:48:04
29,00:08:01:26
30,00:08:24:23
31,00:08:32:15
32,00:08:48:03
