verse,time
1,00:00:30:35
2,00:00:43:59
3,00:01:01:24
4,00:01:36:25
5,00:02:11:57
6,00:03:06:39
7,00:03:23:01
8,00:03:46:55
9,00:04:05:22
10,00:04:38:16
11,00:04:53:55
12,00:05:08:46
13,00:05:12:50
14,00:05:37:11
15,00:05:49:40
16,00:06:13:41
17,00:06:39:38
18,00:07:22:21
19,00:07:35:33
20,00:07:53:25
21,00:08:15:43
22,00:08:34:43
23,00:08:57:47
24,00:09:08:30
25,00:09:23:58
26_27,00:09:57:44
28,00:10:56:21
29,00:11:06:18
30,00:11:13:22
31,00:11:24:19
32,00:11:38:27
33,00:12:05:26
34,00:12:27:19
35,00:12:37:42
36,00:13:01:58
37,00:13:27:12
38,00:13:33:46
39,00:13:58:30
40,00:14:18:53
41,00:14:25:42
42,00:14:38:39
43,00:15:00:52
44,00:15:01:12
45,00:15:09:43
46,00:15:43:19
47,00:15:55:31
48,00:16:05:02
49,00:16:28:44
50,00:16:44:46
51,00:17:05:18
52,00:17:32:06
53,00:18:01:11
54_55,00:18:25:55
56,00:19:07:00
57,00:19:30:13
58,00:19:41:14
59,00:19:58:03
60,00:20:20:20
61,00:20:28:23
62,00:20:40:59
63,00:20:48:01
64,00:21:02:20
65,00:21:15:21
66,00:21:29:20
67,00:21:58:05
68,00:22:17:34
69,00:22:33:50
70,00:23:00:53
71,00:23:15:27
72,00:23:30:43
73,00:23:52:35
74,00:24:07:25
75,00:24:32:15
76,00:24:42:15
77,00:25:07:11
78,00:25:29:59
79,00:25:51:44
80,00:26:18:50
