verse,time
1,00:00:17:29
3,00:01:01:23
4,00:01:15:23
5,00:01:30:01
6,00:01:51:26
7,00:01:58:10
8,00:02:07:01
9,00:02:47:17
10,00:02:54:26
11,00:03:14:24
12,00:03:40:14
13,00:03:47:28
14,00:04:07:02
15,00:04:30:08
16,00:05:00:12
17,00:05:29:03
18,00:05:44:09
19,00:06:07:03
20,00:06:23:19
21,00:06:38:23
22,00:07:05:08
23,00:07:19:23
24,00:07:51:23
25,00:08:03:08
26,00:08:45:19
27,00:09:04:00
28,00:09:25:18
29,00:09:56:09
30,00:10:11:06
31,00:10:16:20
32,00:10:29:03
33,00:10:45:01
34,00:11:11:17
35,00:11:21:14
36,00:11:40:03
37,00:11:48:23
38,00:12:03:01
39,00:12:15:17
40,00:12:49:27
41,00:13:06:14
42,00:13:32:29
