verse,time
1,00:00:23:10
2,00:01:06:18
3,00:01:25:00
4,00:01:37:09
5,00:02:00:27
6,00:02:30:26
7,00:03:01:06
8,00:03:22:16
9,00:03:33:21
10,00:03:57:23
11,00:04:06:25
12,00:04:22:00
13,00:04:34:00
14,00:04:53:23
15,00:05:17:29
16,00:05:37:03
17,00:05:58:06
18,00:06:31:08
19,00:06:39:29
20,00:07:22:18
21,00:07:32:21
22,00:08:14:26
23,00:08:29:16
24,00:08:45:07
25,00:09:03:00
26,00:09:27:02
27,00:09:37:03
28,00:09:51:21
29,00:10:19:15
30,00:10:45:02
31,00:11:29:14
32,00:11:45:25
33,00:12:18:26
34,00:12:31:13
35,00:13:20:11
