verse,time
1,00:00:27:11
2,00:00:49:29
3,00:01:06:13
4,00:01:23:57
5,00:01:34:58
6,00:01:46:52
7,00:01:56:56
8,00:02:06:45
9,00:02:24:06
10,00:02:33:26
11,00:02:51:29
12,00:03:09:43
13,00:03:32:47
14,00:04:05:52
15,00:04:38:24
16,00:04:58:27
17,00:05:24:44
18,00:05:44:34
19,00:06:02:15
20,00:06:38:25
21,00:06:52:06
22,00:07:11:25
23,00:07:32:59
24,00:07:48:25
25,00:08:01:41
26,00:08:13:24
27,00:08:24:16
28,00:08:38:46
29,00:08:50:35
