verse,time
1,00:00:24:41
2,00:00:45:10
3,00:01:03:55
4,00:01:22:40
5,00:01:34:12
6,00:01:44:57
7,00:02:08:56
8,00:02:22:53
9,00:02:38:44
10,00:02:42:40
11,00:02:59:46
12,00:03:12:38
13,00:03:29:19
14,00:03:37:42
15,00:03:55:12
16,00:04:05:22
