verse,time
1,00:00:23:02
2,00:00:38:10
3,00:00:51:20
4,00:00:59:09
5,00:01:12:03
6,00:01:31:19
7,00:01:42:17
8,00:02:01:27
9,00:02:12:21
10,00:02:26:13
11,00:02:43:03
12,00:02:50:29
13,00:03:39:05
14,00:03:52:25
15,00:04:00:23
16,00:04:08:14
17,00:04:17:21
18,00:04:36:16
19,00:04:55:14
20,00:05:23:20
21,00:05:45:11
22,00:06:05:01
23,00:06:17:19
24,00:06:32:02
25,00:06:47:16
26,00:07:01:08
27,00:07:18:17
28,00:07:38:07
29,00:07:53:16
30,00:08:09:26
31,00:08:24:11
32,00:08:32:10
33,00:09:01:13
34,00:09:17:17
35,00:09:29:26
36,00:10:00:22
37,00:10:17:09
38,00:10:22:04
39,00:10:30:20
40,00:10:49:13
41,00:10:57:29
42,00:11:12:10
43,00:11:22:19
44,00:11:43:26
45,00:12:06:09
46,00:12:17:29
47_48,00:12:34:24
49,00:13:11:22
50,00:13:46:02
51,00:14:06:19
52,00:14:15:11
53,00:14:23:27
