verse,time
1,00:00:17:19
2,00:00:28:08
3,00:00:51:43
4,00:01:07:33
5,00:01:15:29
6,00:01:33:22
7,00:01:56:54
8,00:02:14:57
9,00:02:26:07
10,00:02:34:55
11,00:03:09:26
12,00:03:25:04
13,00:03:48:02
14,00:04:05:14
15,00:04:29:35
16,00:04:55:08
17,00:05:16:55
18,00:05:37:35
19,00:05:52:00
20,00:06:05:18
21,00:06:38:13
22,00:07:00:10
