verse,time
1,00:00:16:49
2,00:00:43:53
3,00:00:57:37
4,00:01:29:40
5,00:01:48:34
6,00:02:12:12
7,00:02:46:42
8,00:03:21:38
9,00:03:41:24
10,00:04:21:07
11,00:04:49:01
12,00:04:57:08
13,00:05:16:59
