verse,time
1,00:00:17:00
2,00:00:52:08
3,00:01:34:19
4,00:02:16:23
5,00:02:45:14
6,00:03:28:24
7,00:03:46:21
8,00:03:58:17
9,00:04:37:09
10,00:05:26:24
11,00:05:48:20
12,00:06:12:14
13,00:06:57:03
14,00:07:28:11
15,00:08:06:21
