verse,time
1,00:00:15:28
2,00:00:39:12
3,00:00:56:19
4,00:01:18:06
5,00:01:39:17
6,00:01:54:23
7,00:02:26:12
8,00:02:49:28
9,00:03:09:12
10,00:03:28:26
11,00:04:00:04
12,00:04:22:14
13,00:04:42:19
14,00:05:14:12
15,00:05:32:08
16,00:05:52:04
17,00:06:09:06
18_19,00:06:36:00
20,00:07:23:07
21,00:07:57:20
22,00:08:26:05
23,00:08:54:17
24,00:09:22:02
25,00:09:39:18
26,00:10:01:20
27,00:10:26:23
28,00:10:51:16
29,00:11:07:12
30,00:11:17:02
31,00:11:49:09
32,00:12:36:23
33,00:13:01:20
34,00:13:26:10
35,00:13:58:15
36,00:14:22:14
37,00:14:33:09
38,00:14:46:04
