verse,time
1,00:00:15:33
2,00:00:19:32
3,00:00:37:03
4,00:01:04:27
5,00:01:19:42
6,00:01:42:57
7,00:02:06:52
8,00:02:16:22
9,00:02:37:20
10,00:02:42:31
11,00:03:03:41
12,00:03:13:52
13,00:03:27:58
14,00:03:48:29
15,00:04:15:48
16,00:04:35:16
17,00:04:46:52
18,00:05:07:08
19,00:05:43:25
20,00:05:58:32
21,00:06:12:45
22,00:06:27:12
23,00:06:57:53
24,00:07:01:30
25,00:07:22:29
26,00:07:32:59
27,00:07:37:34
28,00:08:03:23
29,00:08:24:18
30,00:08:32:11
31,00:08:40:28
32,00:08:49:54
33,00:09:10:15
34,00:09:14:54
35,00:09:44:57
36,00:09:53:13
37,00:10:13:14
38,00:10:41:30
39,00:11:05:45
40,00:11:44:52
41,00:12:30:18
42,00:12:43:17
43,00:12:55:38
44,00:13:25:57
