verse,time
1,00:00:19:27
2,00:00:36:51
3,00:00:46:29
4,00:01:02:34
5,00:01:15:58
6,00:01:25:47
7,00:01:34:51
8,00:01:47:40
9,00:01:53:02
10,00:01:56:41
11,00:02:12:33
12,00:02:22:29
13,00:02:38:05
14,00:02:53:45
15,00:03:08:13
16,00:03:23:22
17,00:03:33:34
18,00:03:49:26
19,00:04:09:31
20,00:04:21:19
21,00:04:36:04
22,00:04:42:22
23,00:05:17:30
24,00:05:42:36
25,00:05:55:54
26,00:06:10:27
27,00:06:28:49
28,00:06:45:40
29,00:07:20:47
30,00:07:29:38
31,00:07:41:11
32,00:08:11:38
33,00:08:29:40
34,00:08:44:14
35,00:08:58:05
36,00:09:30:57
37,00:10:04:06
38,00:10:21:10
39,00:10:37:15
40,00:11:19:25
41,00:11:30:12
42,00:11:40:27
43,00:11:54:32
44,00:11:59:47
45,00:12:09:25
46,00:12:24:03
47,00:12:33:03
48,00:12:37:24
49,00:12:44:40
50,00:12:52:24
51,00:13:00:50
52,00:13:16:06
53,00:13:31:27
