verse,time
1,00:00:30:27
2,00:00:37:38
3,00:00:48:59
4,00:01:06:03
5,00:01:32:16
6,00:01:55:18
7,00:02:08:15
8,00:02:41:45
9,00:03:15:05
10,00:03:49:59
11,00:04:16:16
12,00:04:28:07
13,00:04:39:02
14,00:04:56:37
15,00:05:10:25
16,00:05:36:58
17,00:06:04:23
18,00:06:36:12
19,00:06:58:00
20,00:07:37:20
21,00:08:21:47
22,00:08:33:16
23,00:09:08:30
24,00:09:45:45
25,00:10:17:23
26,00:10:48:09
27,00:10:58:00
28,00:11:47:16
29,00:12:30:16
30,00:12:56:44
31,00:13:18:07
32,00:13:37:26
33,00:14:09:35
34,00:14:30:29
