verse,time
1,00:00:14:18
2,00:00:26:22
3,00:00:43:03
4,00:00:56:05
5,00:01:27:12
6,00:01:54:28
7_8,00:02:25:22
9_10,00:03:21:06
11,00:04:02:29
12,00:04:16:28
13,00:04:40:29
14,00:04:54:01
15,00:05:17:09
16,00:05:32:05
17,00:05:48:03
18,00:06:05:21
19,00:06:24:16
20,00:06:46:27
21,00:07:05:16
22,00:07:19:29
23,00:07:56:14
24,00:08:23:06
25,00:08:34:04
26,00:08:41:04
27,00:08:57:06
28,00:09:27:09
29,00:09:52:16
30,00:10:11:25
31,00:10:43:16
32,00:11:01:07
33,00:11:22:00
34,00:11:32:10
35,00:11:48:11
