verse,time
1,00:00:23:24
2,00:00:37:04
3,00:00:52:15
4,00:01:07:10
5,00:01:32:24
6,00:01:54:16
7,00:02:20:10
8,00:02:26:26
9,00:02:46:04
10,00:03:17:21
11,00:03:30:29
12,00:03:47:01
13,00:04:03:21
14,00:04:37:29
15,00:04:54:02
16,00:05:14:26
17,00:05:39:15
18,00:05:49:09
19,00:06:30:25
20,00:06:44:14
21,00:07:00:15
22,00:07:12:23
23,00:07:39:18
24,00:08:15:00
25_26,00:08:33:17
27,00:09:39:22
28,00:10:17:22
29,00:10:25:20
30,00:10:43:17
31,00:11:00:08
32,00:11:15:28
33,00:11:28:26
34,00:11:38:12
35,00:11:55:08
36,00:12:18:16
37,00:12:35:18
38,00:12:54:26
39,00:13:24:24
40,00:14:02:14
41,00:14:27:21
42,00:15:02:13
43,00:15:21:15
44,00:15:47:21
