verse,time
1,00:00:17:26
2,00:00:44:32
3,00:01:01:46
4,00:01:06:34
5,00:01:23:42
6,00:01:48:37
7,00:02:15:58
8,00:02:24:31
9,00:02:43:53
10,00:03:04:52
11,00:03:28:01
12,00:03:40:37
13,00:03:53:37
14,00:04:23:17
15,00:04:29:53
16,00:04:41:35
17,00:05:08:46
18,00:05:28:03
19,00:05:39:32
20,00:06:00:13
21,00:06:14:26
22,00:06:32:31
23,00:06:50:31
24,00:06:57:45
25,00:07:05:12
26,00:07:30:19
27,00:07:59:10
28,00:08:07:19
29,00:08:17:26
30,00:08:27:11
31,00:08:54:29
32,00:09:13:25
33,00:09:24:12
34,00:09:50:49
35,00:10:13:44
36,00:10:28:03
37,00:10:58:00
38,00:11:12:50
39,00:11:29:19
40,00:11:49:56
41,00:12:02:42
42,00:12:24:45
43,00:12:35:34
44,00:12:52:05
45,00:13:09:49
46,00:13:31:17
