verse,time
1,00:00:25:14
2,00:00:45:04
3,00:01:01:22
4,00:01:21:17
5,00:01:45:24
6,00:01:57:15
7,00:02:04:19
8,00:02:23:23
9,00:02:57:29
10,00:03:13:26
11,00:03:22:19
12,00:03:58:00
13,00:04:09:19
14,00:04:30:25
15,00:05:11:02
16,00:05:37:00
17,00:05:56:27
18,00:06:27:08
19,00:06:41:24
20,00:06:55:12
21,00:07:19:12
22,00:07:28:06
23,00:07:52:06
24,00:08:04:12
25,00:08:23:03
26,00:08:43:12
27,00:08:53:01
28,00:09:07:16
29,00:09:14:13
30,00:09:38:09
31,00:10:13:03
32,00:10:45:28
33,00:11:06:28
34,00:11:11:22
35,00:11:40:11
36,00:12:08:19
37,00:12:21:26
38,00:12:32:22
39,00:12:46:08
40,00:13:07:14
41,00:13:20:08
42,00:13:31:14
43,00:13:39:01
