verse,time
1,00:00:21:20
2,00:00:30:00
3,00:00:43:05
4,00:01:11:53
5,00:01:34:22
6,00:01:44:46
7,00:01:59:58
8,00:02:27:19
9,00:03:00:27
10,00:03:12:59
11,00:03:36:08
12,00:03:50:45
13,00:04:07:19
14,00:04:17:35
15,00:04:29:02
16,00:04:42:03
17,00:04:45:52
18,00:04:51:03
19,00:05:03:38
20,00:05:18:09
21,00:05:28:51
22,00:05:35:29
23,00:05:45:29
24,00:06:12:19
25,00:06:23:18
26,00:06:29:14
27,00:06:47:42
28,00:07:04:49
