verse,time
1,00:00:25:15
2,00:00:33:12
3,00:00:49:25
4,00:01:09:15
5,00:01:35:22
6,00:01:48:13
7,00:01:54:22
8,00:02:15:15
9,00:02:42:20
10,00:03:04:09
11,00:03:31:27
12,00:03:52:13
13,00:04:20:23
14,00:04:43:09
15,00:05:10:08
16,00:05:31:18
17,00:05:47:06
18,00:06:15:29
19,00:06:31:00
20,00:06:44:23
21,00:07:05:27
22,00:07:37:27
23,00:08:12:27
24,00:08:30:20
25,00:08:44:16
26,00:08:53:01
27,00:09:11:24
28,00:09:40:04
29,00:09:49:01
30,00:10:10:17
31,00:10:31:15
32,00:10:46:19
33,00:10:59:00
34,00:11:14:20
35,00:11:21:27
36,00:11:42:21
37,00:12:02:21
38,00:12:33:18
39,00:12:58:29
40,00:13:10:10
41,00:13:24:04
42,00:13:40:02
43,00:13:55:17
44,00:14:09:26
45,00:14:51:12
46,00:15:07:07
47,00:15:27:10
48,00:15:48:26
