verse,time
1,00:00:16:07
2,00:00:31:24
3,00:00:52:00
4,00:01:27:18
5,00:01:47:27
6,00:02:08:09
7,00:02:37:26
8,00:03:12:23
9,00:03:22:18
10,00:03:49:06
11,00:04:16:17
12,00:04:36:10
13,00:04:50:05
14,00:04:58:12
15,00:05:09:03
16,00:05:24:11
17,00:05:34:08
18,00:05:57:28
19,00:06:12:28
20,00:06:43:01
21,00:06:59:04
22,00:07:16:28
23,00:07:30:16
24,00:07:49:06
25,00:08:14:23
26,00:08:25:04
27,00:08:50:26
28,00:09:12:13
29,00:09:26:27
30,00:10:04:07
31,00:10:26:25
32,00:10:59:13
33,00:11:33:08
34,00:11:41:00
35,00:11:52:14
36,00:12:29:26
37,00:12:37:10
38,00:12:54:22
39,00:13:06:16
40,00:13:17:19
41,00:13:38:29
42,00:13:59:07
43,00:14:21:09
44,00:14:33:25
45,00:14:42:00
46,00:14:54:17
47,00:15:21:05
48,00:15:31:19
49,00:15:44:11
50,00:15:58:17
51,00:16:09:02
52,00:16:28:00
53,00:16:41:24
54,00:16:59:01
55,00:17:22:20
56,00:17:46:05
57,00:18:15:28
58,00:18:31:00
59,00:18:50:17
60,00:19:05:27
61,00:19:29:01
62,00:19:49:22
63,00:20:07:10
64,00:20:21:27
65,00:20:49:17
66,00:21:00:00
