verse,time
1,00:00:17:17
2,00:00:38:16
3,00:00:42:06
4,00:00:57:28
5,00:01:11:11
6,00:01:23:03
7,00:01:38:01
8,00:01:52:17
9,00:02:06:26
10,00:02:23:22
11,00:02:44:22
12,00:03:01:11
13,00:03:32:12
14,00:03:57:11
15,00:04:16:01
16,00:04:30:12
17,00:05:00:21
18,00:05:28:23
19,00:05:58:02
20,00:06:50:16
21,00:07:29:22
22,00:07:50:16
23,00:08:23:08
24,00:08:37:03
25,00:08:50:10
26,00:09:15:15
27,00:09:38:10
28,00:09:54:09
29,00:10:10:25
30,00:10:25:05
31,00:10:41:27
32,00:11:02:21
33,00:11:36:10
34,00:11:57:08
35,00:12:14:25
36,00:12:37:16
37,00:12:51:17
38,00:13:17:23
39,00:13:51:16
40,00:14:09:08
41,00:14:22:11
42,00:14:33:18
43,00:14:59:22
44,00:15:26:07
45,00:15:39:07
46,00:16:09:20
47,00:16:24:23
48,00:16:46:29
