verse,time
1,00:00:17:42
2,00:00:36:15
3,00:00:49:33
4,00:01:19:14
5,00:01:29:33
6,00:01:42:13
7,00:02:16:32
8,00:02:41:32
9,00:02:52:29
10,00:03:11:06
11,00:03:49:02
12,00:04:22:25
13,00:04:59:47
14,00:05:16:29
15,00:05:33:19
16,00:05:52:26
17,00:06:03:11
18,00:06:13:02
