verse,time
1,00:00:24:28
2,00:00:55:34
3,00:01:20:25
4,00:01:41:33
5,00:01:59:56
6,00:02:45:45
7,00:03:16:15
8,00:03:43:15
9,00:04:01:26
10,00:04:16:48
11,00:04:25:51
12,00:04:42:29
13,00:05:05:56
14,00:05:23:37
15,00:05:35:45
16,00:06:01:28
17,00:06:26:28
18,00:06:34:21
19,00:06:47:21
20,00:07:20:57
21,00:07:42:08
22,00:08:10:11
23,00:09:05:06
24,00:09:27:47
25,00:09:55:18
26,00:10:31:56
27,00:11:07:50
28,00:11:30:23
29,00:11:49:35
30,00:12:17:59
31,00:12:31:43
32,00:12:47:23
33,00:12:59:43
34,00:13:26:05
35,00:13:51:31
36,00:14:10:48
37,00:14:26:52
38,00:14:42:57
39,00:14:50:47
40,00:15:10:59
