verse,time
1,00:00:18:14
2,00:00:48:12
3,00:01:12:11
4,00:01:33:15
5,00:01:41:03
6,00:02:04:07
7,00:02:13:25
8,00:02:18:39
9,00:02:50:47
10,00:02:59:06
11,00:03:04:57
12,00:03:31:32
13,00:04:01:00
14,00:04:19:16
15,00:04:45:27
16,00:04:56:30
17,00:05:11:57
