verse,time
1,00:00:24:23
2,00:01:11:50
3,00:01:40:46
4,00:02:22:29
5,00:02:49:18
6,00:03:26:54
7,00:04:04:23
8,00:04:18:38
9,00:04:39:56
10,00:05:01:59
11,00:05:32:10
12,00:06:12:47
13,00:06:48:54
14,00:07:34:09
15,00:07:59:02
16,00:08:09:37
17,00:08:27:53
18,00:08:32:59
19,00:08:53:32
20,00:09:14:41
21,00:09:37:52
22,00:10:02:50
23,00:10:20:02
24,00:10:59:01
25,00:11:52:38
26,00:12:14:50
27,00:12:52:40
28,00:13:57:20
29,00:14:55:23
30,00:15:11:58
31,00:15:42:47
32,00:16:02:28
33,00:16:19:39
34,00:16:54:48
35,00:17:13:44
36,00:17:37:09
37,00:17:57:29
38,00:18:31:50
39,00:18:42:41
40,00:19:17:16
41,00:20:17:00
42,00:20:37:27
43,00:21:25:42
