verse,time
1,00:00:18:58
2,00:00:34:39
3,00:00:49:14
4,00:01:32:14
5,00:01:54:32
6,00:02:18:57
7,00:02:35:08
8,00:03:01:17
9,00:03:11:53
10,00:03:29:23
11,00:03:41:44
12,00:03:53:43
13,00:04:04:41
14,00:04:21:18
15,00:04:41:25
16,00:04:57:50
17,00:05:20:52
18,00:05:31:39
19,00:05:45:22
20,00:05:54:38
21,00:06:05:37
22,00:06:20:27
23,00:06:32:54
24,00:06:44:34
25,00:06:53:05
26,00:07:08:18
27,00:07:26:56
28,00:07:46:44
29,00:08:04:38
30,00:08:17:24
31,00:08:40:07
32,00:09:05:18
33,00:09:21:50
34,00:09:35:49
35,00:09:56:44
36,00:10:20:09
37,00:10:31:03
38,00:10:50:12
39,00:11:02:31
40,00:11:15:49
41,00:11:30:17
42,00:11:44:10
43,00:12:07:06
44,00:12:24:37
45,00:12:47:57
46,00:12:59:02
47,00:13:17:52
48,00:13:34:16
49,00:13:47:22
50,00:14:06:05
51,00:14:23:24
