verse,time
1,00:00:29:57
2,00:01:12:30
3,00:01:51:50
4,00:02:44:10
5,00:03:20:08
6,00:03:49:53
7,00:04:05:55
8,00:04:39:25
9,00:05:03:34
10,00:05:31:25
11,00:06:02:58
12,00:06:22:13
13,00:06:51:29
14,00:07:04:46
15,00:07:24:39
16,00:07:34:57
17,00:07:54:42
18,00:08:23:13
19,00:08:37:24
20,00:08:44:51
21,00:09:27:54
22,00:10:11:32
23,00:10:56:26
24,00:11:35:58
25,00:11:53:21
26,00:12:15:52
27,00:12:27:09
28,00:12:40:53
29,00:13:07:11
30,00:13:58:03
31,00:14:21:54
32,00:14:39:23
33,00:14:52:24
34,00:15:15:52
35,00:15:21:51
36,00:16:04:13
37,00:16:32:05
38,00:16:39:49
39,00:17:09:55
40,00:17:27:03
41,00:17:45:37
