verse,time
1,00:00:47:57
2,00:01:11:18
3,00:01:26:31
4,00:01:40:43
5,00:02:01:55
6,00:02:21:01
7,00:02:34:58
8,00:02:46:19
9,00:03:08:42
10,00:03:33:04
11,00:03:49:51
12,00:04:17:21
13,00:04:31:30
14,00:04:42:59
15,00:05:13:02
16,00:05:26:46
17,00:05:34:29
18,00:06:18:15
19,00:06:33:14
20,00:07:08:03
21,00:07:34:28
22,00:07:51:41
23,00:08:32:11
24,00:09:06:01
25,00:09:35:40
26,00:10:07:59
27,00:10:22:52
28,00:10:43:47
29,00:11:13:21
30,00:11:35:24
31,00:11:55:35
32,00:12:19:20
33,00:12:40:51
34,00:13:24:08
35,00:13:39:52
36,00:13:55:47
37,00:14:22:24
38,00:14:38:12
39,00:15:06:22
40,00:15:39:35
41,00:16:07:33
42,00:16:19:06
43,00:16:46:21
44,00:17:05:40
45,00:17:14:27
46,00:17:32:25
47,00:18:10:50
