verse,time
1,00:00:28:33
2,00:00:56:35
3,00:01:19:58
4,00:01:35:04
5,00:01:48:43
6,00:02:12:15
7,00:02:24:27
8,00:02:33:46
9,00:02:42:38
10,00:03:05:46
11,00:03:24:26
12,00:03:31:37
13,00:03:44:11
14,00:04:03:26
15,00:04:23:57
16,00:04:40:06
17,00:04:54:55
18,00:05:18:02
19,00:05:31:44
20,00:05:45:15
21,00:06:19:35
22,00:06:53:48
23,00:07:20:50
24,00:07:35:08
25,00:07:52:16
26,00:08:03:06
27,00:08:21:52
28,00:08:42:16
29,00:09:02:22
30,00:09:14:32
31,00:09:32:13
32_33,00:09:54:20
34,00:10:27:00
35,00:10:40:32
36,00:10:57:20
37,00:11:24:50
38,00:11:51:48
39_41,00:12:05:20
42,00:12:51:38
43,00:13:12:02
44,00:13:24:38
45,00:13:48:58
46,00:13:56:43
