verse,time
1,00:00:28:03
2,00:00:37:57
3,00:00:51:36
4,00:01:13:16
5,00:01:34:08
6,00:01:45:59
7,00:02:05:23
8,00:02:26:12
9,00:02:42:37
10,00:02:52:45
11,00:03:07:39
12,00:03:18:34
13,00:03:27:37
14,00:03:39:00
15,00:03:51:34
16,00:03:59:20
17,00:04:08:36
18_19,00:04:19:37
20,00:04:49:28
21,00:04:58:36
22,00:05:16:32
23,00:05:40:17
24,00:05:56:51
25,00:06:14:50
26,00:06:29:04
27,00:06:39:15
28,00:06:50:11
29,00:07:06:57
30,00:07:28:21
31,00:07:43:18
32,00:07:51:59
33,00:08:10:46
34,00:08:24:49
35,00:08:35:06
36,00:08:49:46
