verse,time
1,00:00:23:46
2,00:00:44:16
3,00:01:15:27
4,00:01:22:47
5,00:01:37:29
6,00:01:49:56
7,00:02:20:42
8,00:02:36:47
9,00:02:56:58
10,00:03:08:02
11,00:03:38:47
12,00:04:00:03
13,00:04:46:36
14,00:05:02:19
15,00:05:27:36
16,00:05:38:16
17,00:05:58:42
18,00:06:12:59
19,00:06:36:50
20,00:06:56:01
21,00:07:13:39
22,00:07:30:26
23,00:07:48:54
24,00:08:11:22
25,00:08:34:51
26,00:08:58:03
27,00:09:06:48
28,00:09:25:23
29,00:09:35:10
30,00:09:55:42
31,00:10:11:41
32,00:10:35:47
33,00:10:59:41
34,00:11:07:39
35,00:11:29:17
36,00:11:41:37
37,00:11:52:06
