verse,time
1,00:00:15:22
2,00:00:48:23
3,00:01:26:05
4,00:02:23:23
5,00:02:39:07
6,00:03:04:27
7,00:03:22:11
8,00:03:41:23
9,00:04:08:21
10,00:04:50:26
11,00:05:09:09
12,00:05:43:08
13,00:06:22:13
14,00:06:45:01
15,00:07:02:22
16,00:07:18:09
17,00:07:46:04
18,00:07:56:15
19,00:08:15:00
20,00:08:32:08
21,00:08:46:25
22,00:09:37:05
23,00:10:05:29
24,00:10:21:12
25,00:10:38:29
26,00:11:02:09
27,00:11:35:10
28,00:12:08:14
29,00:12:25:27
30,00:12:38:26
31,00:12:53:28
32,00:13:29:23
33,00:13:49:09
34,00:14:11:19
35,00:14:36:00
36,00:14:57:03
37,00:15:24:23
38,00:15:54:06
39,00:16:18:01
40,00:16:28:10
41,00:16:51:07
42,00:17:26:00
43,00:17:53:13
44,00:18:37:28
45,00:19:07:25
46,00:19:21:18
47,00:19:26:03
48,00:19:46:28
49,00:20:03:24
50,00:20:22:19
51,00:20:34:18
52,00:20:48:23
53,00:21:09:25
54,00:21:35:28
55,00:22:06:28
56,00:22:33:29
57,00:22:48:26
58,00:22:56:14
59,00:23:21:19
60,00:23:33:01
61,00:23:54:18
62,00:24:09:12
63,00:24:46:12
64,00:25:06:01
65,00:25:22:02
66,00:26:25:28
67,00:26:45:15
68,00:26:53:15
69,00:27:19:19
70,00:27:36:23
71,00:27:56:29
72,00:28:11:27
