verse,time
1,00:00:18:23
2,00:00:53:28
3,00:01:07:28
4,00:01:19:17
5,00:01:31:19
6,00:01:56:18
7,00:02:30:00
8,00:03:21:05
9,00:03:41:03
10,00:04:09:44
11,00:04:38:53
12,00:05:21:16
13,00:05:43:13
14,00:05:54:52
15,00:06:15:00
16,00:06:38:01
17,00:07:00:46
18,00:07:25:57
19,00:07:39:44
20,00:08:10:55
21,00:08:54:35
22,00:09:09:53
23,00:09:30:51
24,00:09:46:48
25,00:09:55:42
26,00:10:13:34
27,00:10:28:48
28,00:11:20:01
29,00:11:45:54
30,00:12:03:50
