verse,time
1,00:00:18:20
2,00:00:30:14
3,00:00:47:00
4,00:01:06:17
5,00:01:12:31
6,00:01:18:08
7,00:01:36:49
8,00:01:59:19
9,00:02:02:41
10,00:02:14:40
11,00:02:27:32
12,00:02:55:22
13,00:03:19:08
14,00:03:31:33
15,00:03:45:41
16,00:03:56:24
17,00:04:13:29
18,00:04:25:26
19,00:04:34:12
20,00:04:46:54
21,00:05:09:33
22,00:05:30:24
23,00:05:42:44
24,00:05:55:53
25,00:06:12:56
26,00:06:25:10
27,00:06:43:22
28,00:06:51:34
29,00:07:30:27
30,00:07:44:16
31,00:08:04:37
32,00:08:20:09
33,00:08:27:55
34,00:08:42:45
35,00:08:58:43
36,00:09:11:08
37,00:09:17:24
38,00:09:30:01
39,00:09:42:55
40,00:09:57:41
41,00:10:16:05
42,00:10:30:39
43,00:10:47:31
44,00:10:59:36
45,00:11:41:36
46,00:11:46:30
47,00:11:58:17
48,00:12:15:30
49,00:12:31:02
50,00:12:42:50
51,00:12:55:04
52,00:13:05:48
53,00:13:24:33
54,00:13:48:42
55,00:14:08:09
56,00:14:27:54
57,00:14:43:57
58,00:14:55:02
59,00:15:03:54
