verse,time
1,00:00:22:22
2,00:00:51:47
3,00:01:02:35
4,00:01:12:30
5,00:01:32:32
6,00:01:50:15
7,00:02:24:23
8,00:02:40:30
9,00:03:04:55
10,00:03:20:08
11,00:03:55:22
12,00:04:11:50
13,00:04:31:00
14,00:04:45:35
15,00:05:10:27
16,00:05:23:33
17,00:05:41:14
18,00:05:59:11
19,00:06:11:00
20,00:06:19:16
21,00:06:27:26
22,00:06:35:13
23,00:06:46:18
24,00:07:03:16
