verse,time
1,00:00:15:48
2,00:00:45:06
3,00:01:01:47
4,00:01:22:22
5,00:02:00:37
6,00:02:36:54
7,00:02:55:29
8,00:03:16:44
9,00:03:34:42
10,00:03:59:00
11,00:04:30:50
12,00:05:13:06
13,00:05:41:30
14,00:05:57:54
15,00:06:19:50
16,00:06:44:15
17,00:06:56:56
18,00:07:13:45
19,00:07:24:01
20,00:07:29:31
21,00:07:37:27
22,00:07:41:22
