verse,time
1,00:00:18:15
2,00:00:29:18
3,00:00:40:03
4,00:00:54:23
5,00:01:12:23
6,00:01:27:03
7,00:01:43:27
8,00:01:48:30
9,00:02:13:12
10,00:02:29:31
11,00:02:43:33
12,00:02:58:30
13,00:03:15:17
14,00:03:28:45
