verse,time
1,00:00:17:19
2,00:00:36:57
3,00:00:51:02
4,00:01:06:05
5,00:01:18:03
6,00:01:32:01
7,00:01:45:34
8,00:01:51:02
9,00:01:55:02
10,00:01:59:28
11,00:02:17:05
12,00:02:30:32
13,00:02:59:22
14,00:03:22:06
15,00:03:36:22
16,00:03:56:35
17,00:04:16:29
18,00:04:44:46
19,00:05:09:58
20,00:05:32:42
21,00:05:45:44
22,00:05:58:56
23,00:06:15:53
24,00:06:25:10
25,00:06:59:15
26,00:07:22:45
27,00:07:50:37
28,00:08:06:17
29,00:08:26:22
30,00:08:58:01
31,00:09:05:46
32,00:09:24:14
