verse,time
1,00:00:16:20
2,00:00:30:08
3,00:00:50:28
4,00:01:07:12
5,00:01:21:29
6,00:01:33:14
7,00:01:41:29
8,00:01:55:03
9,00:02:16:19
10,00:02:23:14
11,00:02:38:03
12,00:02:58:01
13,00:03:27:20
14,00:03:47:25
15,00:04:16:12
16,00:04:41:19
17,00:04:54:23
18,00:05:26:04
19,00:05:34:20
20,00:05:57:26
21,00:06:10:21
22,00:06:26:11
23,00:06:50:09
24,00:07:27:21
25,00:07:51:03
26,00:08:07:02
27,00:08:17:09
28,00:08:33:07
29,00:08:49:02
30,00:08:57:01
31,00:09:33:10
32,00:09:53:22
33,00:10:31:21
34,00:11:05:16
35,00:11:20:24
36,00:12:02:10
37,00:12:27:18
38,00:12:40:00
39,00:13:01:22
40,00:13:31:14
41_42,00:13:45:19
43,00:14:20:26
44,00:14:54:04
45,00:15:27:15
46,00:15:37:29
47,00:15:56:04
48,00:16:09:09
49,00:16:31:24
50,00:16:46:01
51,00:17:03:08
52,00:17:15:17
53,00:17:56:15
54,00:18:04:02
55,00:18:31:14
56,00:18:44:20
57,00:18:54:03
58,00:19:18:11
